,0
5799,송정동 438-4
5800,장전동 576-8
5801,용호동 488-3
5802,논현동 194-23
5803,수영동 50-3
5804,목동 907-12
5805,독산동 1142
5806,기장읍 동부리 335-13
5807,연산동 305-40
5808,서초동 1311-10
5809,화곡동 925-24
5810,전포동 171-2
5811,주례동 506
5812,서교동 458-6
5813,장전동 604-21
5814,감천동 16-936
5815,장안동 342-11
5816,구서동 681
5817,연남동 250-8
5818,방화동 615-103
5819,장안동 577
5820,기장읍 대라리 891
5821,구서동 465-2
5822,하단동 534-8
5823,대연동 1764-4
5824,문현동 474-1
5825,녹번동 83-18
5826,문현동 464-2
5827,가양동 448-10
5828,명장동 147-29
5829,덕천동 347-3
5830,내수동 167
5831,수정동 355-1
5832,수정동 1010-1
5833,수정동 440
5834,길동 347-20
5835,거제동 212-1
5836,염창동 242-8
5837,고척동 269-1
5838,봉천동 1630-7
5839,봉천동 924-1
5840,답십리동 494-2
5841,문정동 74
5842,성내동 428-2
5843,문배동 11-10
5844,남천동 44-10
5845,영주동 546-3
5846,구서동 86-49
5847,방배동 1019-3
5848,화곡동 474-18
5849,사직동 116-6
5850,삼성동 99-13
5851,길동 415-16
5852,구로동 43-1
5853,길동 353-40
5854,양정동 270-5
5855,천호동 291-50
5856,송정동 173-1
5857,염창동 70-20
5858,한남동 684-82
5859,번동 148-490
5860,반포동 65-1
5861,하단동 381-15
5862,불광동 486-14
5863,하단동 251-1
5864,동삼동 1170
5865,등촌동 507-11
5866,화곡동 926-4
5867,신정동 891-1
5868,수색동 17-9
5869,신월동 1038
5870,영주동 2
5871,홍은동 186-25
5872,남현동 1077-1
5873,염창동 250-1
5874,독산동 1006-132
5875,망원동 504
5876,성내동 448-14
5877,대림동 687-3
5878,화곡동 840-6
5879,신월동 1048
5880,개포동 655-2
5881,용강동 495-1
5882,연희동 717-29
5883,사당동 197
5884,응암동 92-7
5885,부전동 415-61
5886,광안동 505-11
5887,서초동 1520-9
5888,하왕십리동 1070
5889,길동 416-3
5890,남천동 19-10
5891,논현동 252
5892,수유동 177-2
5893,정관읍 방곡리 378
5894,동대신동3가 190
5895,청담동 128-1
5896,연산동 469-7
5897,반포동 112-15
5898,수정동 1-74
5899,대연동 1786-1
5900,신월동 986-8
5901,구서동 174-1
5902,감천동 296-44
5903,보광동 260-6
5904,신월동 45-3
5905,응암동 119-15
5906,구포동 1060-390
5907,둔촌동 67
5908,망원동 515
5909,연지동 72-30
5910,장안동 385-2
5911,방화동 869
5912,삼성동 98-11
5913,화곡동 899-25
5914,대연동 1482-1
5915,독산동 184-4
5916,길동 385-3
5917,당감동 99-1
5918,장안동 463-10
5919,부곡동 297-3
5920,덕천동 347-5
5921,구서동 84-2
5922,온천동 100-13
5923,연산동 1646-33
5924,궁동 143-1
5925,서초동 1608-28
5926,중동 1487-9
5927,청담동 44-21
5928,기장읍 대라리 838
5929,초량동 994-60
5930,구포동 527-2
5931,한강로3가 65-500
5932,광안동 536-137
5933,역촌동 64-15
5934,온천동 1424-16
5935,신림동 1725
5936,홍은동 304
5937,우암동 189-22
5938,용호동 494-34
5939,광안동 373
5940,천호동 338-20
5941,기장읍 동부리 376-5
5942,용호동 369-8
5943,온천동 5-1
5944,암남동 13-4
5945,장위동 50-50
5946,기장읍 대라리 165-14
5947,장안동 373-3
5948,용호동 296-7
5949,신사동 622-1
5950,사직동 448-1
5951,서초동 1521-8
5952,온천동 1428-5
5953,쌍문동 256
5954,재송동 1144-6
5955,초량동 1057-1
5956,연산동 1293-2
5957,암사동 474-21
5958,대조동 59-48
5959,문래동3가 95
5960,온천동 1423-18
5961,중곡동 130-5
5962,초읍동 281-3
5963,구로동 98
5964,서초동 1321-6
5965,동삼동 327-3
5966,하단동 521-8
5967,동빙고동 310-10
5968,남부민동 643
5969,대조동 6-19
5970,구로동 1284
5971,구의동 547-7
5972,남산동 265-25
5973,초읍동 269-8
5974,대연동 1472-14
5975,연산동 1255-7
5976,기장읍 서부리 64-1
5977,감천동 632-1
5978,양정동 390
5979,오류동 6-1
5980,연산동 1829-11
5981,대림동 687
5982,동삼동 221-56
5983,응암동 88-8
5984,남부민동 643-13
5985,괴정동 258
5986,토성동2가 6-4
5987,증산동 223-28
5988,한남동 737-28
5989,성내동 419-46
5990,방배동 802-4
5991,하왕십리동 890-115
5992,역삼동 727-2
5993,대조동 6-26
5994,망원동 501
5995,옥수동 559
5996,녹번동 83-47
5997,거제동 815-49
5998,방배동 844-27
5999,목동 769-19
6000,영등포동8가 45-8
6001,서대신동2가 473
6002,율현동 BL-6
6003,일광면 삼성리 35-2
6004,이촌동 302-86
6005,연산동 469-15
6006,신정동 1297
6007,역삼동 644-6
6008,화곡동 474-1
6009,내발산동 716-16
6010,연산동 105-8
6011,갈현동 456-19
6012,가락동 51-1
6013,쌍문동 138-33
6014,재송동 1148-3
6015,이촌동 302-64
6016,초량동 1143-8
6017,길동 103-5
6018,망원동 463-2
6019,화곡동 343-37
6020,아미동2가 261-128
6021,구로동 107-4
6022,신림동 1720
6023,토성동3가 13-2
6024,구로동 98-10
6025,봉래동2가 36-3
6026,괴정동 296-1
6027,감만동 181-71
6028,불광동 644
6029,서초동 1363-25
6030,신월동 1035
6031,녹번동 83-37
6032,보수동1가 24-2
6033,연산동 1288-3
6034,다대동 857-2
6035,상계동 1322
6036,서대신동2가 278-2
6037,등촌동 651
6038,연산동 1836-19
6039,고척동 335
6040,성북동 348-3
6041,등촌동 365-195
6042,신사동 364
6043,양정동 213-3
6044,하단동 529-14
6045,장안동 383-10
6046,좌천동 1014-1
6047,대조동 15-114
6048,목동 315-6
6049,서초동 1467-3
6050,전포동 375-6
6051,초량동 91-12
6052,대연동 1158-2
6053,이촌동 302-28
6054,등촌동 637-26
6055,광안동 744-12
6056,토성동2가 1-2
6057,아현동 800
6058,수영동 460-6
6059,성내동 419-11
6060,수안동 36-29
6061,거제동 1231-5
6062,대연동 967-2
6063,서대신동1가 122-1
6064,광안동 141-2
6065,도화동 544
6066,갈현동 543
6067,장안동 313-8
6068,장안동 334-6
6069,부곡동 777-5
6070,연산동 469-34
6071,대현동 101-7
6072,잠원동 32-22
6073,문현동 189-10
6074,광안동 774-13
6075,양정동 399-1
6076,암남동 552-2
6077,구로동 106
6078,충무동2가 24-4
6079,공덕동 468
6080,길동 356-8
6081,온천동 151-22
6082,신월동 8-2
6083,신평동 417-7
6084,광안동 734-2
6085,망미동 413-1
6086,연희동 169-9
6087,장전동 227-5
6088,서대신동1가 54-17
6089,재송동 1123-26
6090,신월동 81-5
6091,서교동 488
6092,서초동 1444-3
6093,동자동 19-8
6094,장안동 455-10
6095,장안동 93-128
6096,군자동 100-109
6097,하단동 517-6
6098,양재동 137-1
6099,남산동 116-10
6100,합정동 437-18
6101,내발산동 731
6102,하단동 888-1
6103,삼성동 122-7
6104,남항동3가 1-2
6105,부전동 410-14
6106,남가좌동 387
6107,남산동2가 42
6108,합정동 467
6109,합정동 470
6110,부암동 596-3
6111,봉천동 1715
6112,거제동 856-6
6113,남산동 48-5
6114,남산동 116-30
6115,길동 384-2
6116,구서동 1009-3
6117,대연동 571-2
6118,화곡동 1055-11
6119,신림동 715-32
6120,구서동 184-4
6121,쌍문동 75-29
6122,양정동 401-8
6123,성산동 81-106
6124,용호동 307-9
6125,대조동 4-8
6126,화곡동 1014-20
6127,수정동 1029-56
6128,온천동 1055
6129,연산동 472-8
6130,초량동 576-1
6131,온천동 189-42
6132,길동 388-5
6133,구기동 95-1
6134,신길동 4312
6135,신내동 408-2
6136,하단동 870-95
6137,구서동 178-8
6138,괴정동 1222-8
6139,쌍문동 567
6140,방화동 866
6141,영선동4가 1106
6142,길동 456-3
6143,명일동 47-12
6144,망미동 881-90
6145,주례동 1162-35
6146,구포동 1059
6147,괴정동 568-10
6148,구포동 1242-6
6149,홍제동 458
6150,남산동 117-5
6151,대림동 1115-1
6152,응암동 89-12
6153,화곡동 915-30
6154,증산동 251
6155,신월동 24-5
6156,서초동 1334-1
6157,사직동 158-3
6158,광장동 118
6159,서빙고동 241-47
6160,용호동 369-4
6161,연산동 405-4
6162,내발산동 660-6
6163,당리동 339-2
6164,당주동 145
6165,범천동 875-11
6166,구포동 1121-13
6167,초량동 994-5
6168,청담동 125
6169,하계동 251-12
6170,망원동 518
6171,독산동 961-13
6172,합정동 468
6173,구포동 1120-4
6174,역촌동 58-33
6175,묵동 380
6176,방배동 473-1
6177,수정동 1011-51
6178,한남동 684-85
6179,망미동 822-4
6180,온천동 725-5
6181,동선동3가 257
6182,기장읍 서부리 61-15
6183,광안동 1077-18
6184,독산동 1037-31
6185,서초동 1332-13
6186,불광동 483-11
6187,역촌동 19-3
6188,장안동 582
6189,하단동 885-1
6190,화곡동 901-7
6191,갈현동 456-8
6192,거제동 15-1
6193,대연동 901-6
6194,성내동 412-1
6195,온천동 1370-1
6196,연산동 469-38
6197,온천동 1443-4
6198,영주동 1-92
6199,수안동 533
6200,중동 1494-5
6201,용호동 242-1
6202,토성동1가 12-7
6203,원효로4가 128-1
6204,신평동 417
6205,화곡동 1141
6206,수영동 456-10
6207,부암동 39-1
6208,사당동 138-3
6209,화곡동 56-28
6210,역삼동 765-10
6211,동대신동1가 218-1
6212,주례동 92-2
6213,불광동 8-51
6214,길동 334-6
6215,중계동 579
6216,기장읍 대라리 921
6217,연남동 564-35
6218,낙민동 222-9
6219,용호동 516-1
6220,수안동 32-42
6221,명장동 497-38
6222,신정동 890-13
6223,화곡동 42-11
6224,천호동 447-17
6225,이촌동 300-27
6226,화곡동 916-6
6227,구의동 254-123
6228,천호동 358-4
6229,교북동 101
6230,신월동 136-8
6231,재송동 1093-10
6232,서초동 1487-145
6233,양평동1가 270
6234,상봉동 127-15
6235,광안동 738-4
6236,홍제동 471
6237,괴정동 1005-1
6238,광안동 140-18
6239,북아현동 1-106
6240,감전동 330
6241,사당동 196
6242,독산동 1132
6243,숭인동 1392
6244,범천동 1298-97
6245,화곡동 1037-27
6246,연산동 1480-7
6247,신월동 218-12
6248,수정동 1173-3
6249,신당동 160-5
6250,장충동2가 193-29
6251,묵동 161-4
6252,응암동 116-17
6253,신월동 507-3
6254,서초동 1666-14
6255,좌천동 784-3
6256,송정동 72-25
6257,부용동1가 9-2
6258,공릉동 222-4
6259,부곡동 873-15
6260,좌천동 630
6261,남산동 105-2
6262,주례동 54-3
6263,동대신동2가 72-8
6264,민락동 156-15
6265,망원동 478-27
6266,전포동 327-22
6267,구산동 355-82
6268,초량동 890-1
6269,기장읍 대라리 183-10
6270,창신동 578-5
6271,흑석동 172-8
6272,봉래동5가 123-1
6273,구서동 86-73
6274,광안동 1073-2
6275,망원동 505
6276,길동 143-4
6277,증산동 256
6278,명륜동 702-48
6279,역삼동 723-21
6280,당리동 339-4
6281,거여동 129
6282,기장읍 교리 160-2
6283,광안동 471-5
6284,대치동 910-4
6285,응암동 368-6
6286,북아현동 1-422
6287,남산동 45-2
6288,오류동 108-76
6289,내발산동 673-2
6290,온천동 444-41
6291,용호동 555-1
6292,부용동1가 46-8
6293,목동 773-5
6294,괴정동 171-2
6295,광안동 491-3
6296,망미동 208-9
6297,용호동 482-8
6298,공릉동 587-8
6299,번동 410-32
6300,민락동 36-3
6301,연산동 578-21
6302,명장동 29-27
6303,남현동 602-163
6304,광안동 192-12
6305,목동 721-2
6306,서초동 1642-14
6307,답십리동 530-15
6308,장전동 596-12
6309,신림동 1563-78
6310,서동 207-4
6311,광안동 740-5
6312,화곡동 1012-1
6313,공항동 42-23
6314,온천동 186-60
6315,중동 1504-11
6316,장림동 349-14
6317,청룡동 9-1
6318,시흥동 948-9
6319,구포동 433-4
6320,광안동 755-16
6321,중동 1533-8
6322,서대신동1가 50-3
6323,신월동 545-2
6324,신월동 538-6
6325,화곡동 400-42
6326,하왕십리동 890-446
6327,광안동 498-3
6328,장전동 607-9
6329,부곡동 64-20
6330,온천동 1212-1
6331,양정동 145-12
6332,답십리동 493-5
6333,방배동 982-1
6334,장안동 561
6335,연산동 469-13
6336,길동 348-4
6337,구서동 420-23
6338,대연동 894-14
6339,온천동 1434-2
6340,화곡동 1095-4
6341,신월동 1024
6342,남항동3가 100
6343,온천동 1249-1
6344,남산동 84-7
6345,신월동 458-1
6346,남산동 35-9
6347,논현동 44-9
6348,대치동 950
6349,망미동 404-15
6350,상계동 1094
6351,천호동 166-109
6352,부곡동 64-29
6353,화곡동 472-13
6354,대조동 4-10
6355,재송동 1121-28
6356,역삼동 766-8
6357,용강동 118-3
6358,구의동 587-58
6359,신설동 8-1
6360,장안동 346-9
6361,신당동 290-52
6362,괘법동 524-14
6363,천호동 571
6364,중동 1482-13
6365,등촌동 660-5
6366,자양동 830
6367,온천동 1282
6368,연산동 867-2
6369,대연동 1509-4
6370,연산동 480-32
6371,대조동 9-31
6372,기장읍 동부리 117-1
6373,둔촌동 435-8
6374,목동 627-2
6375,부곡동 873-62
6376,기장읍 교리 160-1
6377,공릉동 395-6
6378,갈현동 487-2
6379,명륜동 702-47
6380,목동 938
6381,면목동 1534
6382,수유동 77-9
6383,거제동 815-92
6384,대방동 394-2
6385,성내동 420-2
6386,암사동 516-2
6387,시흥동 929-33
6388,대연동 294-8
6389,신월동 142-14
6390,영등포동7가 94-41
6391,상봉동 284-13
6392,효창동 5-42
6393,청룡동 45-8
6394,역촌동 63-16
6395,신정동 916-15
6396,온천동 1186-10
6397,응암동 626-108
6398,망미동 408-1
6399,면목동 1532
6400,부평동2가 35-1
6401,구서동 86-11
6402,장안동 302-2
6403,연산동 705-36
6404,논현동 43-3
6405,방배동 484-5
6406,영주동 13-28
6407,서대신동1가 122-6
6408,마천동 22
6409,양재동 16-19
6410,연산동 704-13
6411,당산동 121-134
6412,창동 661-10
6413,온천동 1218-19
6414,서초동 1477-1
6415,상도동 283-68
6416,상도동 488
6417,기장읍 동부리 395-1
6418,연산동 1259-17
6419,광안동 97-8
6420,양평동3가 103
6421,망우동 508-11
6422,주례동 83-1
6423,홍제동 104-20
6424,온천동 361-8
6425,암사동 504-8
6426,신월동 446-2
6427,서대신동1가 143
6428,삼성동 99-12
6429,서동 237-1
6430,역삼동 759-1
6431,내발산동 674-33
6432,성내동 13-15
6433,대림동 778-43
6434,한남동 799
6435,대조동 15-92
6436,부곡동 60-6
6437,역촌동 31-6
6438,구서동 184-17
6439,연산동 1135-127
6440,후암동 123-51
6441,우동 506-1
6442,마곡동 736
6443,방배동 1021-9
6444,논현동 105-3
6445,남천동 70-7
6446,궁동 184-20
6447,독산동 184-3
6448,대치동 890-42
6449,홍제동 247-19
6450,하단동 870-67
6451,대연동 1543-20
6452,광안동 100-9
6453,하단동 893-2
6454,상계동 43-5
6455,광안동 776-21
6456,장안동 417-11
6457,청담동 130-7
6458,숭인동 201-11
6459,광안동 202-1
6460,중동 1217
6461,신월동 56-6
6462,서대신동3가 360-2
6463,가락동 29-16
6464,한남동 828
6465,쌍문동 575
6466,보문동6가 458
6467,대조동 4-14
6468,중화동 413-8
6469,장전동 511-10
6470,안락동 632-4
6471,길동 383-7
6472,남현동 1072-47
6473,온천동 1444-4
6474,동대신동1가 113-1
6475,망원동 494
6476,도곡동 955
6477,천호동 302-3
6478,신정동 296-28
6479,좌천동 832-1
6480,중동 1480-5
6481,상암동 1641
6482,기장읍 대라리 845
6483,하단동 515-1
6484,대연동 1481-3
6485,길동 358-3
6486,삼선동3가 18-2
6487,괘법동 547-15
6488,목동 774-10
6489,서대신동1가 34-15
6490,거제동 453-3
6491,성내동 422
6492,대연동 639-27
6493,수영동 451-3
6494,대치동 986
6495,괴정동 496-6
6496,중화동 11
6497,신림동 610-265
6498,장안동 335-7
6499,성산동 254-8
6500,화곡동 992-11
6501,장안동 440-3
6502,온천동 1410-16
6503,중동 1496-7
6504,효창동 130-2
6505,연희동 188-41
6506,대치동 1007-2
6507,쌍문동 594
6508,서초동 1450-1
6509,충정로3가 3-46
6510,토성동5가 19-1
6511,주례동 152-20
6512,면목동 1286-1
6513,신정동 1019-4
6514,온천동 1281
6515,초량동 106-11
6516,서초동 1428-1
6517,신림동 1563-85
6518,금곡동 1917
6519,구로동 468
6520,동대신동2가 1-46
6521,성산동 210-10
6522,수정동 1162-1
6523,역삼동 783-30
6524,송정동 194-2
6525,목동 755-2
6526,오금동 45
6527,광안동 1077-7
6528,사직동 112-7
6529,서대신동2가 47
6530,명일동 351-5
6531,장안동 332-2
6532,용호동 534-5
6533,남산동 987-13
6534,상도1동 441-2
6535,성내동 111-64
6536,암남동 618-16
6537,중동 1481-2
6538,신월동 418-4
6539,부민동1가 7-1
6540,양재동 389-2
6541,석촌동 253-2
6542,하단동 870-90
6543,장전동 521-92
6544,삼성동 3-8
6545,괘법동 532-4
6546,광안동 165-14
6547,망우동 133-15
6548,서교동 465-1
6549,하단동 887-7
6550,마천동 574
6551,광안동 158-4
6552,광안동 1059-22
6553,내발산동 663-2
6554,대조동 4-12
6555,목동 764-4
6556,하단동 589-34
6557,효창동 5-1
6558,민락동 14-22
6559,전포동 374-19
6560,괴정동 361-1
6561,송파동 7-1
6562,내발산동 698-16
6563,청량리동 738
6564,명지동 3343
6565,쌍문동 357-6
6566,봉천동 1574-1
6567,구서동 183-12
6568,독산동 1135
6569,초량동 591-4
6570,기장읍 대라리 1024
6571,청담동 75-1
6572,방배동 481-11
6573,남현동 1081-4
6574,괴정동 203-57
6575,신천동 7-17
6576,거여동 258-7
6577,광장동 131-1
6578,신정동 881-6
6579,도곡동 970
6580,영등포동5가 24
6581,성내동 386-82
6582,수유동 51-7
6583,당산동 121-200
6584,대연동 30-11
6585,구로동 685-280
6586,개금동 167-5
6587,오금동 119-27
6588,일광면 삼성리 713-3
6589,괴정동 1081-1
6590,내발산동 708-14
6591,역삼동 628-1
6592,온천동 1186-34
6593,연희동 89-9
6594,연산동 382-14
6595,남항동1가 116
6596,신사동 6-5
6597,덕천동 342-2
6598,길동 389-9
6599,청학동 50-1
6600,삼성동 110-2
6601,대연동 561-16
6602,양정동 386-15
6603,응암동 236-7
6604,부곡동 64-32
6605,방배동 853-19
6606,신월동 438-4
6607,독산동 303-1
6608,방배동 1002-8
6609,방배동 797-22
6610,신길동 454-4
6611,창전동 42-10
6612,신천동 7-28
6613,중동 1503-17
6614,초량동 1057-57
6615,대교동2가 120
6616,신월동 81-10
6617,상봉동 210-2
6618,길동 410-3
6619,사직동 1041
6620,방배동 846-1
6621,둔촌동 435-2
6622,하단동 597-19
6623,괴정동 891-8
6624,용호동 524-1
6625,수유동 192-61
6626,신사동 263-2
6627,대연동 961-17
6628,오금동 81-2
6629,가락동 52
6630,화곡동 1021-7
6631,면목동 181-30
6632,천호동 52-16
6633,사당동 1158
6634,광안동 379-30
6635,부암동 669-6
6636,당감동 95-9
6637,암남동 115-49
6638,신월동 331-101
6639,온천동 1431-10
6640,장전동 612-3
6641,하월곡동 223
6642,부평동2가 2
6643,남산동 117-9
6644,가야동 5-43
6645,구포동 782-30
6646,역촌동 36-14
6647,역촌동 36-37
6648,신사동 551-5
6649,이문동 254-40
6650,양정동 386-3
6651,광안동 736-15
6652,봉천동 1605-40
6653,반포동 741-5
6654,광안동 775-4
6655,대연동 901-11
6656,중림동 149
6657,대연동 876-13
6658,홍제동 24-16
6659,신월동 48-13
6660,신사동 635-14
6661,괴정동 484-22
6662,서초동 1467-37
6663,중동 1492-16
6664,전포동 157-2
6665,우동 266-7
6666,하단동 515-29
6667,양정동 272-15
6668,남산동 51-1
6669,등촌동 710
6670,둔촌동 490-3
6671,만리동2가 116-4
6672,양재동 333-9
6673,구포동 896-1
6674,천호동 315-3
6675,창동 608-167
6676,역삼동 747-1
6677,구의동 198-4
6678,신월동 91-10
6679,당리동 54
6680,대교동2가 151-3
6681,기장읍 동부리 159-10
6682,부곡동 896-4
6683,거여동 34
6684,화곡동 1101-3
6685,신월동 488-3
6686,필운동 254
6687,초읍동 379-1
6688,화곡동 343-38
6689,온천동 93-13
6690,예장동 9
6691,장전동 365-4
6692,연산동 1492-42
6693,연지동 42-4
6694,하단동 870-35
6695,연산동 1289-23
6696,대청동4가 81-49
6697,대연동 1797-8
6698,덕천동 419-20
6699,연산동 1299-8
6700,연산동 418-3
6701,내발산동 671-3
6702,온천동 190-10
6703,갈현동 544
6704,연산동 1386-11
6705,구산동 308-3
6706,광안동 372-13
6707,개봉동 61-2
6708,상도동 323-4
6709,대치동 941-13
6710,장안동 417-3
6711,망미동 970
6712,논현동 228-9
6713,동삼동 363-40
6714,성수동2가 745
6715,서초동 1359
6716,독산동 1138
6717,잠원동 62-4
6718,구서동 86-74
6719,초량동 920-4
6720,방이동 173-1
6721,공릉동 408-23
6722,대연동 1466-2
6723,북가좌동 68-3
6724,봉천동 1702
6725,남산동 981-8
6726,신월동 1001-5
6727,내발산동 722-19
6728,서초동 1466-4
6729,수유동 461-13
6730,명장동 497-44
6731,덕포동 33-4
6732,명장동 508-68
6733,홍은동 437-2
6734,장안동 570
6735,길동 378-1
6736,동대신동1가 333-8
6737,돈암동 552-9
6738,남산동 989-2
6739,서대신동3가 31-195
6740,북가좌동 273-12
6741,온천동 186-62
6742,증산동 174-8
6743,망원동 483-3
6744,장안동 367-11
6745,괴정동 11-6
6746,증산동 188-12
6747,화곡동 1138
6748,연산동 1386-23
6749,반포동 712-19
6750,덕천동 334-1
6751,덕천동 256-3
6752,천호동 50-11
6753,광안동 122-6
6754,등촌동 637-15
6755,남천동 21-9
6756,명지동 3423
6757,응암동 107-4
6758,화곡동 1101-8
6759,갈현동 499-18
6760,연산동 1359-7
6761,안락동 455-1
6762,토성동2가 7-4
6763,영등포동1가 113-1
6764,기장읍 동부리 335-11
6765,당산동 121-60
6766,중동 1497-7
6767,역촌동 32-3
6768,봉천동 41-265
6769,개금동 219-3
6770,광안동 733-1
6771,남산동 48-12
6772,남항동1가 91-4
6773,중동 1498-9
6774,성산동 646-2
6775,부전동 410-9
6776,온천동 1449-1
6777,중동 1491-5
6778,중동 784-1
6779,기장읍 대라리 141-3
6780,갈현동 258-1
6781,괴정동 172-2
6782,역촌동 59-15
6783,하단동 596-19
6784,초량동 865-42
6785,반포동 99-1
6786,연산동 306-5
6787,논현동 108-2
6788,방배동 790-26
6789,복천동 41-18
6790,염리동 45-27
6791,신월동 547-1
6792,광안동 546-1
6793,장안동 383-11
6794,역촌동 17-51
6795,부전동 420-5
6796,부용동1가 12-3
6797,중동 1483-7
6798,종암동 46-43
6799,삼전동 7-16
6800,중화동 19-3
6801,괴정동 386-13
6802,장안동 384-1
6803,신창동2가 22
6804,창동 603-25
6805,복천동 295-3
6806,가락동 198-9
6807,부전동 425-18
6808,우동 351-4
6809,화곡동 925-1
6810,길동 237
6811,재송동 1026-8
6812,청담동 36
6813,논현동 122-25
6814,장전동 501-25
6815,망원동 419-3
6816,명일동 348-1
6817,망원동 236-2
6818,신월동 138-2
6819,신정동 86-6
6820,용두동 138-41
6821,대연동 871-19
6822,수유동 569
6823,용호동 50-18
6824,영주동 60-14
6825,하단동 515-5
6826,역삼동 656-31
6827,가산동 235-57
6828,길동 352-4
6829,정릉동 767-2
6830,광안동 536-133
6831,동삼동 572-2
6832,재송동 1071-8
6833,장안동 284-3
6834,온천동 444-73
6835,순화동 217
6836,대조동 6-18
6837,서대신동3가 294-10
6838,이촌동 435
6839,기장읍 동부리 159-1
6840,온천동 1218-1
6841,오류동 51-31
6842,도곡동 467-18
6843,광안동 736-1
6844,개금동 135-4
6845,일광면 삼성리 715-12
6846,좌천동 808-76
6847,대연동 1800-40
6848,전포동 691-2
6849,서초동 1344-22
6850,이촌동 302-53
6851,연산동 469-6
6852,동대신동3가 350-6
6853,역삼동 716-1
6854,암남동 118-4
6855,감만동 243-1
6856,광안동 135-4
6857,화곡동 925-26
6858,화곡동 901-13
6859,문정동 112
6860,천호동 54-7
6861,주례동 692-36
6862,둔촌동 511-2
6863,재송동 1145-1
6864,연산동 705-9
6865,방배동 477-7
6866,연산동 578-4
6867,중곡동 609
6868,홍제동 157-3
6869,하단동 608-31
6870,연남동 239-1
6871,천호동 52-6
6872,신월동 510-3
6873,신당동 333-42
6874,창천동 511-5
6875,신정동 895-3
6876,수영동 494-4
6877,양정동 96-24
6878,종암동 127
6879,신정동 893-9
6880,광장동 121
6881,신사동 229-24
6882,온천동 1378-8
6883,산림동 207-2
6884,서교동 329-2
6885,신월동 21-4
6886,신사동 39-2
6887,구산동 355-81
6888,부전동 417-8
6889,효창동 5-17
6890,암남동 180-7
6891,서대신동3가 294-11
6892,신사동 522
6893,남산동 21-7
6894,동대신동1가 130-4
6895,역삼동 635-5
6896,화곡동 919-2
6897,광안동 539-3
6898,연산동 1259-12
6899,괘법동 521-1
6900,민락동 149-1
6901,화곡동 911-10
6902,구로동 446-54
6903,신월동 510-7
6904,안락동 947-12
6905,송파동 31-2
6906,삼성동 130-6
6907,연지동 156-12
6908,송정동 199-9
6909,역삼동 711-3
6910,토성동5가 27-1
6911,연희동 723-9
6912,삼성동 29-19
6913,가락동 130-3
6914,문현동 402-55
6915,당리동 326-1
6916,망원동 495
6917,광안동 190-19
6918,문현동 31-87
6919,남산동 973-50
6920,방화동 140-2
6921,수유동 269-25
6922,정릉동 822-1
6923,당리동 577
6924,청룡동 43-15
6925,반포동 612-2
6926,신정동 1218-1
6927,광안동 90-66
6928,신당동 372-13
6929,방이동 185
6930,중동 1508-3
6931,염창동 265-28
6932,양정동 272-18
6933,서초동 1523-9
6934,하단동 515
6935,성내동 447-5
6936,수영동 453-17
6937,덕천동 394-2
6938,화곡동 1059-19
6939,온수동 141
6940,반포동 713-1
6941,성내동 420-9
6942,대치동 1016-2
6943,범천동 737-7
6944,화곡동 915-6
6945,문현동 805-4
6946,신평동 166-4
6947,부전동 418-20
6948,덕천동 337-7
6949,암사동 441-2
6950,화곡동 1026-18
6951,염창동 257-4
6952,청룡동 634-4
6953,온천동 1379-12
6954,한남동 825
6955,당감동 651
6956,가야동 160
6957,서대신동3가 279-15
6958,화곡동 788-39
6959,수안동 11-11
6960,하단동 509-6
6961,전포동 317-40
6962,문현동 405-1
6963,서대신동2가 52
6964,천호동 52-3
6965,역삼동 778-5
6966,사직동 99-25
6967,광안동 181-7
6968,동대신동3가 63-183
6969,송정동 422-7
6970,연산동 1123-5
6971,동대신동2가 287
6972,남현동 1071-3
6973,장위동 314
6974,일광면 삼성리 716-6
6975,합정동 466
6976,온천동 337-11
6977,덕천동 291-4
6978,수안동 38-9
6979,괘법동 516-31
6980,연산동 1645-2
6981,우면동 712
6982,광안동 733-3
6983,다대동 1119
6984,재송동 1121-10
6985,연산동 708-8
6986,초읍동 165-7
6987,천호동 28-32
6988,연산동 1310-7
6989,신사동 626
6990,부전동 423-4
6991,송파동 58-1
6992,대연동 1608-9
6993,남현동 1058-7
6994,장전동 501-52
6995,방화동 614-11
6996,하단동 517-18
6997,연산동 969-20
6998,서대신동3가 288-4
6999,효창동 5-262
7000,쌍문동 68-1
7001,목동 408-219
7002,양재동 402-15
7003,성내동 437-26
7004,신림동 1559-19
7005,전포동 301-5
7006,신월동 54-10
7007,개금동 177-183
7008,광안동 536-142
7009,대연동 1724-14
7010,양정동 198
7011,대치동 904-10
7012,거제동 1292-2
7013,온천동 1411-26
7014,도곡동 164-6
7015,남산동 957-6
7016,연산동 325-7
7017,신사동 38-30
7018,대조동 9-25
7019,대연동 877-4
7020,하단동 596-7
7021,연산동 420-1
7022,내수동 110-15
7023,성산동 254-7
7024,신월동 29-2
7025,성내동 439-2
7026,황학동 981
7027,북아현동 1-78
7028,봉천동 148-129
7029,자양동 587-6
7030,용호동 40-1
7031,장전동 574-5
7032,남천동 51-20
7033,개금동 410
7034,둔촌동 46-20
7035,북아현동 187-14
7036,구산동 147-46
7037,창전동 42-8
7038,수유동 338-1
7039,홍은동 277-148
